source,scope,year,doi,method_auto,method_verified,method_basis,methods_mentioned,oa_rep,oa_max,kappa,sensor,res_m,region,validation,validation_evidence,validation_auto,oa_snippet,file,n_val,n_val_snippet,eligible,eligibility_reason,method_audit_note,multi_method,f1_scan,f1_verified,iou_scan,producers_acc_scan,users_acc_scan,f1_in_s8_subset,oa_unverified
existing,rice,2020,10.3390/rs12101620,Transfer/Pre-trained,,abstract,Foundation Model|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,92.84,95,,Sentinel-2,10,USA,?,,?,OA of 93.14%,097_Mapping Rice Paddy Based on Machine Learning with Sentinel-2 Multi-Temporal Data Model Comparison and Transferability,,,1,,Auto-label 'Foundation Model' corrected to 'Transfer/Pre-trained': manual audit found no self-supervised EO foundation model; transfer/pre-training study (Supplementary S4),1,100,83.9,,,,1,
new,rice,2020,10.3390/rs12061022,Phenology/Threshold,,abstract,CNN/Deep Learning|Object-Based|Phenology/Threshold,93.31,93.66,0.89,Sentinel-2,30,China,random CV/split,,random CV/split,overall accuracy and kappa coeﬃcient of the rice paddy planting areas were 93.66%,remotesensing-12-01022-v2,,,1,,,1,,,,99.4,,,
new,rice,2020,10.3390/rs12193196,CNN/Deep Learning,,body,CNN/Deep Learning|Object-Based|Phenology/Threshold,85,85,0.8,Sentinel-2,30,India,random CV/split,,random CV/split,overall accuracy of 85%,remotesensing-12-03196-v2,,,1,,,1,,,48,,99,,
new,rice,2020,10.3390/rs12233959,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,82.14,89.52,,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracy of 74.76%,remotesensing-12-03959,,,1,,,1,91,91,,,,1,
existing,rice,2021,10.4236/ars.2021.103008,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,75.63,77.19,0.99,Sentinel-1,,Bangladesh,ground/field reference,,ground/field reference,overall accuracy (77.19%,099_Crop Calendar Mapping of Bangladesh Rice Paddy Field with ALOS-2 ScanSAR Data,,,1,,,1,,,,100,,,
existing,rice,2021,10.1016/j.rsase.2021.100533,Phenology/Threshold,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,89.3,89.3,,Sentinel-2,5,China,random CV/split,,random CV/split,overall accuracy (89.3%,101_Optimal multi-temporal Sentinel-1A SAR imagery for paddy rice field discrimination; a recommendation for operational map,,,1,,,1,,,,,,,
existing,rice,2021,10.3390/earth2030023,Object-Based,,body,Object-Based|Phenology/Threshold,100,100,,Sentinel-1,10,Italy,ground/field reference,,ground/field reference,overall accuracy up to 100%,102_Mapping European Rice Paddy Fields Using Yearly Sequences of Spaceborne Radar Reflectivity A Case Study in Italy,,,1,,,1,,,30,,,,
existing,rice,2021,10.3390/rs13091769,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,96.69,96.69,0.87,Sentinel-2,10,Korea,random CV/split,,random CV/split,overall accuracy of 96.69%,107_A Scalable Machine Learning Pipeline for Paddy Rice Classification Using Multi-Temporal Sentinel Data,40,40 test plots,1,,,1,,,,,,,
existing,rice,2021,10.3390/agriculture11100977,Attention/Transformer,,body,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,83.88,95,,Sentinel-2,10,China,?,,?,overall accuracy of FROM-GLC10 product is 72.76%,109_Rice Mapping Using a BiLSTM-Attention Model from Multitemporal Sentinel-1 Data,,,1,,,1,54,,,,,,
existing,rice,2021,10.3390/rs13050990,Object-Based,,title,Random Forest/SVM|Object-Based|Phenology/Threshold,95.4,95.4,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 95.4%,"111_Mapping Paddy Rice with Sentinel-12 and Phenology-, Object-Based AlgorithmA Implementation in Hangjiahu Plain in China U",,,1,,,1,80.5,,71.8,,93.7,,
existing,rice,2021,10.3390/rs13214400,Phenology/Threshold,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93,93,0.85,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 93%,114_Mapping a Paddy Rice Area in a Cloudy and Rainy Region Using Spatiotemporal Data Fusion and a Phenology-Based Algorithm,,,1,,,1,,,,,,,
existing,rice,2021,10.1080/15481603.2021.1943214,Phenology/Threshold,,title,Object-Based|Phenology/Threshold,90.6,98.1,,Sentinel-2,30,China,random CV/split,,random CV/split,overall accuracies of cropping system results for the study regions range from 81.0%,115_Detection of paddy rice cropping systems in southern China with time series Landsat images and phenology-based algorithm,,,1,,,1,,,,,,,
new,rice,2021,10.52939/ijg.v17i2.1763,Random Forest/SVM,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,96.94,96.94,,Sentinel-2,250,Indonesia,random CV/split,,random CV/split,overall accuracy above > 85 %,1763-Article Text-2393-1-10-20210409,,,1,,,1,,,,,,,
new,rice,2021,10.3390/rs13040579,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,91.05,93.85,0.91,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy and Kappa coefﬁcient of REDT ranged from 91%,remotesensing-13-00579,,,1,,,1,,,,,,,
new,rice,2021,10.3390/rs13071360,CNN/Deep Learning,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88.8,89.8,,Sentinel-2,,USA,random CV/split,,random CV/split,overall accuracy of the pheno-deep method is 88.8%,remotesensing-13-01360,364,364 validation samples,1,,,1,,,100,,,,
new,rice,2021,10.3390/su13020503,Phenology/Threshold,,abstract,Foundation Model|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88,96.3,0.8371,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracy is greater than 93%,sustainability-13-00503,,,1,,,1,,,,,,,
existing,rice,2022,10.3390/rs14030699,CNN/Deep Learning,,title,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,98.3,98.3,0.795,Sentinel-2,10,USA,random CV/split,,random CV/split,OA = 98.3%,121_Large-Scale Rice Mapping Using Multi-Task Spatiotemporal Deep Learning and Sentinel-1 SAR Time Series,,,1,,,1,100,80.4,,,,1,
existing,rice,2022,10.1080/10106049.2022.2032396,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,85,88,0.85,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy of the classiﬁcation of 72.76%,123_Mapping active paddy rice area over monsoon asia using time-series Sentinel 2 images in Google earth engine; a case stud,1263,1263 ground truth points,1,,,1,,,,,,,
existing,rice,2022,10.3724/sp.j.1006.2022.12066,RNN/LSTM,,body,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,93.97,93.97,0.908,Sentinel-2,,China,ground/field reference,,ground/field reference,overall accuracy was 93.97%,"126_High-resolution paddy rice mapping using Sentinel data based on GEE platform a case study of Hunan province, China",,,1,,,1,100,91.98,,,100,1,
existing,rice,2022,10.3390/agriculture12122083,CNN/Deep Learning,,title,Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,82.5,84,,Sentinel-2,10,China,random CV/split,,random CV/split,OA = 81%,127_A Convolutional Neural Network Method for Rice Mapping Using Time-Series of Sentinel-1 and Sentinel-2 Imagery,,,1,,,1,,,,,,,
existing,rice,2022,10.3390/rs14030498,CNN/Deep Learning,,title,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93,98.54,0.9854,Sentinel-2,,Iran,random CV/split,,random CV/split,overall accuracy and a Kappa coefﬁcient of 98.54%,128_A Dual Attention Convolutional Neural Network for Crop Classification Using Time-Series Sentinel-2 Imagery,,,1,,,1,,,78,,,,
existing,rice,2022,10.1007/s12518-022-00440-4,Random Forest/SVM,,title,Random Forest/SVM|Object-Based|Phenology/Threshold,90.3,90.3,0.903,Sentinel-2,20,China,random CV/split,,random CV/split,overall accuracy and kappa coefficient of 90.3%,129_Exploiting Sentinel-1 data and machine learningbased random forest for collectively mapping rice fields in Taiwan,,,1,,,1,,,,,90.5,,
existing,rice,2022,10.3390/rs14133213,Attention/Transformer,,body,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,94.15,97.29,0.9424,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracy of the rice mapping results was 97.29%,130_Rice Mapping in a Subtropical Hilly Region Based on Sentinel-1 Time Series Feature Analysis and the Dual Branch BiLSTM M,,,1,,,1,54,,,,,,
existing,rice,2022,10.3390/rs14153721,CNN/Deep Learning,,title,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,97,97,0.9561,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy (OA) of 97%,136_Mapping Paddy Rice in Complex Landscapes with Landsat Time Series Data and Superpixel-Based Deep Learning Method,,,1,,,1,,,,,,,
existing,rice,2023,10.1007/s12518-023-00501-2,Phenology/Threshold,,body,Phenology/Threshold,79.86,80,,Sentinel-2,10,Bangladesh,ground/field reference,,ground/field reference,overall accuracy of 79.86%,138_Use of time series Sentinel-1 and Sentinel-2 image for rice crop inventory in parts of Bangladesh,,,1,,,0,,,,,,,
existing,rice,2023,10.1016/j.compag.2023.108262,Phenology/Threshold,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,89.67,89.67,,Sentinel-2,5,China,random CV/split,,random CV/split,overall accuracies (OA) ranging from 89.67%,139_FARM A fully automated rice mapping framework combining Sentinel-1 SAR and Sentinel-2 multi-temporal imagery,,,1,,,1,94.83,,,,,,
existing,rice,2023,10.23917/forgeo.v37i2.20304,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,92.47,96.163,,Sentinel-2,30,Indonesia,ground/field reference,,ground/field reference,overall accuracy value was slightly higher (96.1630%,140_Machine Learning-Based Rice Field Mapping in Kulon Progo using a Fusion of Multispectral and SAR Imageries,,,1,,,1,,,,81.4037,91.5206,,
existing,rice,2023,10.3390/rs15133384,RNN/LSTM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,89.45,90,0.889,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of up to 90%,141_Crop Type Mapping Based on Polarization Information of Time Series Sentinel-1 Images Using Patch-Based Neural Network,,,1,,,1,97,,,,,,
existing,rice,2023,10.48084/etasr.6460,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,98,98,,Sentinel-2,10,India,ground/field reference,,ground/field reference,overall accuracy rate of 98%,142_Mapping Paddy Cropland in Guntur District using Machine Learning and Google Earth Engine utilizing Images from Sentinel-,,,1,,,1,100,98,,99,,1,
existing,rice,2023,10.1080/14498596.2023.2174196,CNN/Deep Learning,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,92.75,98.67,0.93,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy – OA) of 96.7%,"144_Paddy rice mapping in Red River Delta, Vietnam, using Sentinel 12 data and machine learning algorithms",,,1,,,1,93,,92,,,,
existing,rice,2023,10.3390/rs15061517,CNN/Deep Learning,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,92.5,94,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy of this study was 91%,145_Deep ResU-Net Convolutional Neural Networks Segmentation for Smallholder Paddy Rice Mapping Using Sentinel 1 SAR and Sen,,,1,,,1,100,92,100,,,1,
existing,rice,2023,10.1016/j.ecoinf.2023.102136,RNN/LSTM,,body,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,90,98,0.9474,Sentinel-2,90,India,random CV/split,,random CV/split,overall accuracy and Kappa coefficient were 94.74%,148_Discrimination and monitoring of rice cultural types using dense time series of Sentinel-1 SAR data,,,1,,,1,,,,,,,
existing,rice,2023,10.1007/s41064-023-00256-w,CNN/Deep Learning,,abstract,Foundation Model|Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,93.95,95.3,0.945,Sentinel-2,,?,random CV/split,,random CV/split,overall accuracy (OA) of 95.3%,150_Generating Virtual Training Labels for Crop Classification from Fused Sentinel-1 and Sentinel-2 Time Series,3500,3500 test samples,1,,,1,100,,,,,,
existing,rice,2023,10.3389/fenvs.2023.1207882,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,88.38,95.95,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracy of 87.2%,155_Sample-free automated mapping of double-season rice in China using Sentinel-1 SAR imagery,,,1,,,1,,,,,,,
new,rice,2023,10.1016/j.compag.2023.107954,CNN/Deep Learning,,abstract,Foundation Model|Attention/Transformer|CNN/Deep Learning|Object-Based|Phenology/Threshold,94,99.1,0.88,Sentinel-2,1,USA,random CV/split,,random CV/split,overall accuracy of 94%,1-s2.0-S0168169923003423-main,,,1,,,1,,,,,,,
new,rice,2023,10.1109/lgrs.2023.3321770,CNN/Deep Learning,,abstract,RNN/LSTM|CNN/Deep Learning|Phenology/Threshold,93.43,93.43,,Sentinel-1,,China,?,,?,overall accuracy (OA) of XFANet reaches 93.43%,Interpretable_Deep_Learning_Method_Combining_Temporal_Backscattering_Coefficients_and_Interferometric_Coherence_for_Rice_Area_Mapping,,,1,,,1,,,,,,,
new,rice,2023,10.5194/essd-15-1501-2023,CNN/Deep Learning,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,80.7,80.7,0.8425,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracy of 80.7 %,essd-15-1501-2023,,,1,,,1,,,,,,,
existing,rice,2024,10.3390/rs16162900,Random Forest/SVM,,title,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,91.5,93,0.85,Sentinel-2,10,Brazil,spatial/independent,Classification validated using independent samples collected from a different tile than training (Brazil irrigated rice).,random CV/split,overall accuracy (93%,159_Mapping Irrigated Rice in Brazil Using Sentinel-2 SpectralTemporal Metrics and Random Forest Algorithm,,,1,,,1,,,40,91,90,,
existing,rice,2024,10.53555/kuey.v30i6.5160,Object-Based,,body,Object-Based|Phenology/Threshold,91,92,,Sentinel-2,20,India,ground/field reference,,ground/field reference,overall accuracy of 87 to 92%,162_Mapping Sowing Dates of Paddy in Different Agro-Climatic Regions of Punjab using SAR Satellite Data,,,1,,,1,,,,,,,
existing,rice,2024,10.1016/j.isprsjprs.2024.09.035,Phenology/Threshold,,title,Random Forest/SVM|Object-Based|Phenology/Threshold,97.99,98.98,,Sentinel-2,4.1,China,random CV/split,,random CV/split,overall accuracy of 97.99%,164_A phenological-knowledge-independent method for automatic paddy rice mapping with time series of polarimetric SAR images,,,1,,,1,,,,,,,
existing,rice,2024,10.1016/j.jag.2024.103725,Phenology/Threshold,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,90.7,90.7,0.81,Sentinel-2,10,USA,ground/field reference,,ground/field reference,overall accuracy of the mapping was 90.70 %,165_Large-scale and high-resolution paddy rice intensity mapping using downscaling and phenology-based algorithms on Google ,,,1,,,1,,,,,,,
existing,rice,2024,10.1080/10095020.2024.2341748,Object-Based,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,89,98.43,,Sentinel-2,10,Italy,random CV/split,,random CV/split,overall accuracy results (89%,"169_Crop classification in Google Earth Engine leveraging Sentinel-1, Sentinel-2, European CAP data, and object-based machin",,,1,,,1,100,84.4,,,,1,
existing,rice,2024,10.18520/cs/v126/i10/1265-1272,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,88.5,98.59,0.92,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracies from 88.48%,170_Automated kharif rice mapping using SAR data and machine learning techniques in GEE platform,,,1,,,1,,,,,,,
new,rice,2024,10.1016/j.rse.2024.114387,Object-Based,,abstract,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,96,98.5,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 89.6%,1-s2.0-S0034425724004139-main,,,1,,,1,,,,,,,
new,rice,2024,10.51470/plantarchives.2025.v25.supplement-1.380,Object-Based,,body,Object-Based,91.3,91.3,0.82,Sentinel-2,10,India,ground/field reference,,ground/field reference,overall accuracy of 91.3%,380 ESTIMATION-OF-RICE-AREA-IN-THIRUVARUR-DISTRICT-USING-SENTINEL-2-SATELLITE-DATA,,,1,,,0,,,,,,,
new,rice,2024,10.3390/rs16152703,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,90.24,90.24,0.9024,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy was up to 90.24%,remotesensing-16-02703,,,1,,,1,92,92,,,,1,
existing,rice,2025,10.9734/ijecc/2025/v15i105053,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,91.25,92.2,0.95,Sentinel-2,10,India,random CV/split,,random CV/split,overall accuracy of 91.25%,173_Identification of Rice Cropping Season and High-Resolution Area Estimation in Major Rice Tracts of Kerala Using Sentinel,,,1,,,1,,,,,,,
existing,rice,2025,10.1016/j.rsase.2025.101592,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,74.5,92,,Sentinel-2,10,Indonesia,random CV/split,,random CV/split,overall accuracy of 92 %,176_Ratoon rice mapping based on Sentinel-1 and Sentinel-2 imagery,,,1,,,1,100,,,,,,
existing,rice,2025,10.1080/15481603.2025.2455081,Phenology/Threshold,,abstract,Random Forest/SVM|Object-Based|Phenology/Threshold,64,89,,Sentinel-2,30,USA,random CV/split,,random CV/split,overall accuracy of 68%,177_Temporal backscatter characterisation of ratoon rice crops based on Sentinel-1 intensity data,,,1,,,1,,,,,,,
existing,rice,2025,10.1051/bioconf/202517101004,Object-Based,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,91.82,91.82,0.79,Sentinel-2,10,Indonesia,ground/field reference,,ground/field reference,overall accuracy of 91.82%,179_Phenological object-based paddy rice mapping in Sungai Burong Selangor Malaysia using Sentinel-1 data,,,1,,,1,,,,,,,
existing,rice,2025,10.1016/j.rsase.2025.101514,Phenology/Threshold,,body,Phenology/Threshold,80.2,80.2,,Sentinel-2,30,India,ground/field reference,,ground/field reference,overall accuracy of 80.2%,180_Potential of Sentinel-1 C-band SAR data in tandem with Sentinel-2 optical data towards in-season mapping of paddy residu,,,1,,,0,90,,100,,,,
existing,rice,2025,10.1016/j.jag.2025.104772,Phenology/Threshold,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,94.24,96.21,,Sentinel-2,5,China,random CV/split,,random CV/split,overall accuracy of 74.4 %,181_SPRC A novel Sentinel-1-2 Phenology-enhanced framework for automated paddy rice mapping,,,1,,,1,96.66,96.66,,,,1,
existing,rice,2025,10.1080/22797254.2025.2484711,Random Forest/SVM,,body,Random Forest/SVM|Object-Based|Phenology/Threshold,72.3,80,,Sentinel-2,10,USA,random CV/split,,random CV/split,Overall accuracy remains stable ( > 80%,182_Unsupervised mapping of rice paddy fields and their inundation patterns using Sentinel-1 SAR images and GIS,150,150 validation points,1,,,1,,,,,,,
existing,rice,2025,10.11591/eei.v14i2.7833,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,91.64,96.3,0.85,Sentinel-1,,China,random CV/split,,random CV/split,overall accuracy of 92.1%,183_Machine learning-based and synthetic aperture radar time-series data for rice classification over Sentinel-1 imagery,,,1,,,1,99,96,,,,1,
existing,rice,2025,10.1007/s10668-025-06448-1,Random Forest/SVM,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,90.3,90.3,,Sentinel-2,,USA,ground/field reference,,ground/field reference,overall accuracy (OA) of 90.3%,184_Mapping and monitoring paddy crops with sentinel-1 derived polarimetric parameters and machine learning,,,1,,,1,82,82,,,,1,
existing,rice,2025,10.1080/15481603.2025.2571255,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,84.07,84.07,0.776,Sentinel-2,10,China,ground/field reference,,ground/field reference,OA reached 84.07%,185_Automatic rice cropping intensity mapping in cloudy and foggy areas leveraging simplified harmonic analysis based on sen,,,1,,,1,,,,,,,
existing,rice,2025,10.3390/computers14080336,CNN/Deep Learning,,title,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,95,95,0.893,Sentinel-2,10,Japan,ground/field reference,,ground/field reference,overall accuracy of 95%,189_CNN-Random Forest Hybrid Method for Phenology-Based Paddy Rice Mapping Using Sentinel-2 and Landsat-8 Satellite Images,,,1,,,1,100,94.9,,,,1,
existing,rice,2025,10.1109/access.2025.3537818,CNN/Deep Learning,,title,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,98.23,98.23,0.96,Sentinel-2,10,Japan,random CV/split,,random CV/split,overall accuracy of 98.23%,190_A CNN-RF Hybrid Approach for Rice Paddy Fields Mapping in Indramayu Using Sentinel-1 and Sentinel-2 Data,,,1,,,1,98.13,96.21,,,,1,
existing,rice,2025,10.3390/rs17122095,RNN/LSTM,,title,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,82.85,85.7,,Sentinel-2,10,Japan,random CV/split,,random CV/split,OA of 85.7%,"191_Crop Classification Using Time-Series Sentinel-1 SAR Data A Comparison of LSTM, GRU, and TCN with Attention",,,1,,,1,81.1,,,,,,
existing,rice,2025,10.3390/rs17020209,Attention/Transformer,,abstract,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,89.25,98.31,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 85%,"193_Tropical Rice Mapping Using Time-Series SAR Images and ESF-Seg Model in Hainan, China, from 2019 to 2023",,,1,,,1,87.29,,100,,,,
new,rice,2025,10.52436/1.jutif.2025.6.5.5179,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,71,71,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 71%,15.+ID5179-Anisya-3153-3172,961,961 test pixels,1,,,1,,,,,,,
new,rice,2025,10.62527/joiv.9.5.3617,Random Forest/SVM,,abstract,RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,78.5,78.5,,Sentinel-2,10,Indonesia,random CV/split,,random CV/split,overall accuracy of 78.5%,3617-12782-1-PB,,,1,,,1,100,87.1,,,,1,
new,rice,2025,10.1109/jstars.2025.3573750,CNN/Deep Learning,,abstract,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,99,99,0.77,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracies are over 99%,A_General_Model_for_Large-Scale_Paddy_Rice_Mapping_by_Combining_Biological_Characteristics_Deep_Learning_and_Multisource_Remote_Sensing_Data,,,1,,,1,,,,,,,
new,rice,2025,10.1109/jstars.2025.3599728,Phenology/Threshold,,title,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,95.78,95.78,,Sentinel-2,10,China,ground/field reference,,ground/field reference,overall accuracies of 95.78%,Rice-SamPheno_Automated_Generation_of_Phenologically_Representative_Samples_for_Robust_Rice_Mapping_With_Sentinel-1_SAR_Time_Series,,,1,,,1,,,,,,,
new,rice,2025,10.33545/26174693.2025.v9.i5sc.4412,Unclassified,,none,,90.9,90.9,,Sentinel-2,10,India,ground/field reference,,ground/field reference,overall accuracy of 90.9%,S-9-5-45-829,,,1,,,0,,,,,,,
new,rice,2025,10.3390/rs17061033,Attention/Transformer,,abstract,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,85,85,,Sentinel-2,10,China,random CV/split,,random CV/split,overall accuracy of 85%,remotesensing-17-01033-v2,,,1,,,1,,,,,,,
new,rice,2025,10.3390/rs17121999,Attention/Transformer,,abstract,Foundation Model|Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Phenology/Threshold,98.33,98.33,0.9155,Sentinel-2,10,USA,random CV/split,,random CV/split,attains an OA of 98.33%,remotesensing-17-01999,468,total of 468 samples,1,,,1,99,93.68,100,,,1,
existing,rice,2026,10.1080/15481603.2026.2629148,Phenology/Threshold,,abstract,Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,87.35,99.19,,Sentinel-2,10,USA,random CV/split,,random CV/split,Overall Accuracy (OA) of 99.19%,196_GTGRI a Gaussian time-weighted growth rate index for multi-season paddy rice mapping in diverse climates with dense SAR ,509,509 ground-truth sample,1,,,1,86,86,,,,1,
existing,rice,2026,10.3390/geomatics6010020,Phenology/Threshold,,title,Foundation Model|Attention/Transformer|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,97,97,,Sentinel-2,10,Senegal,ground/field reference,,ground/field reference,overall accuracy (OA) of 97%,197_Mapping Paddy Rice Using Segmentation Techniques and Phenological Metrics Derived from Sentinel-2 Time Series in Senegal,438,438 samples for validation,1,,,1,98,98,53,,,1,
existing,rice,2026,10.3390/s26020586,Transfer/Pre-trained,,body,Foundation Model|Attention/Transformer|RNN/LSTM|CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,92.88,94.2,0.91,Sentinel-2,10,China,random CV/split,,random CV/split,Overall Accuracy to 91.56%,199_Evaluating Multi-Temporal Sentinel-1 and Sentinel-2 Imagery for Crop Classification A Case Study in a Paddy Rice Growing,,,1,,Auto-label 'Foundation Model' corrected to 'Transfer/Pre-trained': manual audit found no self-supervised EO foundation model; transfer/pre-training study (Supplementary S4),1,,,30,,,,
new,rice,2026,10.1080/07038992.2026.2650851,CNN/Deep Learning,,body,CNN/Deep Learning|Random Forest/SVM|Object-Based|Phenology/Threshold,86.92,96,0.901,Sentinel-2,,Vietnam,ground/field reference,,ground/field reference,overall accuracy and Kappa coefficient of 90.1%,Mapping Rice Production Typology Using Sentinel-1 Time Series Similarity Analysis to Support Climate Resilient Agriculture in the Vietnamese Mekong De,,,1,,,1,,,,,92.9,,
downloaded,crop-classification,2019,10.3844/jcssp.2019.258.268,Object-Based,,abstract,Object-Based|Phenology/Threshold,91.3,91.3,,Sentinel-2,30,Indonesia,ground/field reference,,ground/field reference,overall accuracy of 91.30%,000de79a-fc5b-4ac8-9661-4088f80013bf,,,1,,,1,,,,,,,
downloaded,rice,2026,10.5194/essd-2025-711,Phenology/Threshold,,abstract,CNN/Deep Learning|Random Forest/SVM|Phenology/Threshold,83.74,83.74,,Sentinel-2,10,USA,random CV/split,,random CV/split,overall accuracies ranging from 83.74%,033cb1ae-b0ee-462e-9e52-eddfef6f3cf7,,,1,,,1,78.72,,,100,,,
downloaded,rice,2024,10.60151/envec/hyxu4637,Random Forest/SVM,,abstract,Random Forest/SVM|Phenology/Threshold,87.2,87.2,0.857,Sentinel-1,,India,ground/field reference,,ground/field reference,overall accuracy 87.2%,0d71a4d4-a1a4-42ac-b0b3-546984ff306a,,,1,,,1,,,,,,,
